,sex,age,n_siblings_spouses,parch,fare,class,embark_town,alone,predict,survived,x,y,predict0,predict1
209,1,16.0,0,0,9.5,2,2,1,0,0,-18.25118637084961,7.9884796142578125,0.8278786029563675,0.17212139704363266
210,1,28.0,0,0,26.0,0,2,1,0,0,-1.6262987852096558,-8.646798133850098,0.66243203177512,0.33756796822488
211,0,26.0,0,0,78.85,0,2,1,1,1,-0.20367105305194855,-38.825252532958984,0.1616848221065008,0.8383151778934992
212,1,36.0,0,0,12.875,1,0,1,0,0,10.634631156921387,8.4550142288208,0.7480706694632333,0.2519293305367668
213,1,24.0,0,0,7.8958,2,2,1,0,0,-11.412240982055664,18.281566619873047,0.873393320807168,0.126606679192832
214,1,28.0,0,0,30.5,0,2,1,0,1,-1.775564432144165,-11.26450252532959,0.5851130247988645,0.41488697520113554
215,0,50.0,0,1,247.5208,0,0,0,1,1,6.266364097595215,-50.04743194580078,0.1299187731330567,0.8700812268669431
216,0,28.0,0,0,7.75,2,1,1,1,1,1.956750750541687,34.30082702636719,0.4449925928995909,0.5550074071004092
217,1,19.0,0,0,0.0,2,2,1,0,0,-19.913562774658203,14.19460391998291,0.8782292433142262,0.12177075668577361
218,0,28.0,0,0,12.35,1,1,1,1,1,2.806797504425049,10.723601341247559,0.2985484828431111,0.7014515171568888
219,1,28.0,0,0,8.05,2,2,1,0,0,1.9776002168655396,23.010862350463867,0.8615746660045037,0.13842533399549628
220,0,28.0,0,0,110.8833,0,0,1,1,1,2.8045334815979004,-43.60377502441406,0.09858937062099922,0.9014106293790007
221,0,17.0,1,0,108.9,0,0,0,1,1,1.9315522909164429,-43.72330856323242,0.09776149273527648,0.9022385072647232
222,1,30.0,1,0,24.0,1,0,0,0,0,-0.0308116152882576,-6.882312774658203,0.6816966491287242,0.31830335087127554
223,0,30.0,0,0,56.9292,0,0,1,1,1,-0.8250163793563843,-32.27519989013672,0.12656739177812626,0.8734326082218737
224,0,24.0,0,0,83.1583,0,0,1,1,1,-0.13356232643127441,-39.75624465942383,0.100656792028008,0.899343207971992
225,0,18.0,2,2,262.375,0,0,0,1,1,5.113577842712402,-50.366294860839844,0.1602342497161611,0.8397657502838386
226,0,26.0,1,1,26.0,1,2,0,1,0,-2.867079257965088,-7.981644153594971,0.24605314410911341,0.7539468558908868
227,1,28.0,0,0,7.8958,2,2,1,0,0,0.797249972820282,23.795963287353516,0.8766561437728937,0.12334385622710636
228,1,43.0,1,1,26.25,1,2,0,0,0,8.367939949035645,-11.468239784240723,0.6785555828350985,0.3214444171649014
229,0,24.0,1,0,26.0,1,2,0,1,1,-3.9956166744232178,-8.17846393585205,0.26476773002504334,0.7352322699749568
230,0,31.0,0,2,164.8667,0,2,0,1,1,4.749934673309326,-47.170867919921875,0.20311206521094569,0.7968879347890543
231,0,40.0,1,1,134.5,0,0,0,1,1,3.3848788738250732,-45.880069732666016,0.11427190400487973,0.8857280959951198
232,1,22.0,0,0,7.25,2,2,1,0,0,-14.686614036560059,15.742999076843262,0.8792196393348438,0.12078036066515634
233,1,27.0,0,0,7.8958,2,2,1,0,0,-3.030552864074707,22.66794204711914,0.8642148853759046,0.13578511462409548
234,0,22.0,1,1,29.0,1,2,0,1,1,-6.0110602378845215,-8.76103401184082,0.23954755103182543,0.7604524489681748
235,1,28.0,8,2,69.55,2,2,0,0,0,-0.6511384844779968,-36.442623138427734,0.9072053749351998,0.09279462506480016
236,0,36.0,0,0,135.6333,0,0,1,1,1,3.6453030109405518,-45.757911682128906,0.09107067060786216,0.9089293293921379
237,1,61.0,0,0,6.2375,2,2,1,0,0,18.866098403930664,3.4151453971862793,0.8747050728376381,0.12529492716236174
238,0,31.0,1,1,20.525,2,2,0,1,1,1.7829316854476929,-5.061359882354736,0.4282645349281106,0.5717354650718893
239,0,28.0,2,0,23.25,2,1,0,1,1,-0.6619129180908203,-6.03809118270874,0.4319243816108234,0.5680756183891766
240,1,38.0,0,1,153.4625,0,2,0,0,0,4.124430179595947,-46.755104064941406,0.5436931559050029,0.45630684409499694
241,0,28.0,1,0,133.65,0,2,0,1,1,3.6466641426086426,-45.283390045166016,0.15955032489840715,0.8404496751015926
242,1,28.0,0,0,7.8958,2,2,1,0,0,0.573797881603241,23.7556095123291,0.8766561437728937,0.12334385622710636
243,1,29.0,1,0,66.6,0,2,0,0,0,-1.22317373752594,-35.51539993286133,0.5675036836007515,0.4324963163992484
244,1,45.0,0,0,8.05,2,2,1,0,1,16.35303497314453,6.741867542266846,0.8624588249232201,0.13754117507677996
245,1,45.0,0,0,35.5,0,2,1,0,0,7.865067958831787,-14.571220397949219,0.631068331644461,0.368931668355539
246,1,28.0,0,0,13.0,1,2,1,0,0,3.3559887409210205,9.894580841064453,0.7646083370146833,0.2353916629853167
247,1,25.0,0,0,13.0,1,2,1,0,0,-3.894090175628662,9.648154258728027,0.7663097581751253,0.23369024182487472
248,1,36.0,0,0,13.0,1,2,1,0,0,10.466841697692871,8.476285934448242,0.7752317283498966,0.2247682716501034
249,0,24.0,0,0,13.0,1,2,1,1,1,-4.191095352172852,9.047688484191895,0.29475610756250736,0.7052438924374929
250,0,40.0,0,0,13.0,1,2,1,1,1,12.930501937866211,7.017758846282959,0.32180999602994126,0.6781900039700589
251,0,28.0,1,0,16.1,2,2,0,1,1,1.5592091083526611,6.753989219665527,0.4212392855226498,0.5787607144773502
252,1,15.0,1,1,7.2292,2,0,0,0,0,-20.66019630432129,8.764955520629883,0.757386737325505,0.24261326267449518
253,1,25.0,1,0,17.8,2,2,0,0,0,-1.6685439348220825,6.780398845672607,0.7697976703098413,0.23020232969015864
254,1,28.0,0,0,7.225,2,0,1,0,0,6.387605667114258,31.156301498413086,0.8204635718504611,0.17953642814953902
255,1,28.0,0,0,9.5,2,2,1,0,0,1.8086037635803223,19.243619918823242,0.840112696503279,0.15988730349672103
256,0,22.0,0,1,55.0,0,2,0,1,1,-2.7156617641448975,-31.75807762145996,0.20240938806134853,0.7975906119386516
257,0,38.0,0,0,13.0,1,2,1,1,0,11.884861946105957,7.573949813842773,0.3194362348218242,0.680563765178176
258,0,28.0,0,0,7.8792,2,1,1,1,1,1.404480218887329,34.7103385925293,0.4448042122112102,0.5551957877887899
259,0,28.0,0,0,7.8792,2,1,1,1,1,1.514857530593872,34.918556213378906,0.4448042122112102,0.5551957877887899
260,1,40.0,1,4,27.9,2,2,0,0,0,6.175947189331055,-11.960829734802246,0.7942547699723412,0.20574523002765857
261,1,29.0,1,0,27.7208,1,0,0,0,0,-0.8368286490440369,-9.678975105285645,0.6749249599100186,0.32507504008998134
262,0,45.0,0,1,14.4542,2,0,0,1,0,14.644935607910156,5.254247188568115,0.42786014315455234,0.5721398568454475
263,1,35.0,0,0,7.05,2,2,1,0,0,13.320450782775879,12.345390319824219,0.8962981309985626,0.10370186900143728
264,1,28.0,1,0,15.5,2,1,0,0,0,2.0640740394592285,7.757011890411377,0.7605366455523469,0.23946335444765288
265,0,60.0,1,0,75.25,0,0,0,1,1,4.829644680023193,-36.43461227416992,0.11277982670453046,0.8872201732954692
266,0,28.0,0,0,7.2292,2,0,1,1,1,3.2470500469207764,34.50290298461914,0.3940071612399904,0.6059928387600096
267,0,28.0,0,0,7.75,2,1,1,1,1,1.9755555391311646,34.312965393066406,0.4449925928995909,0.5550074071004092
268,0,24.0,0,0,69.3,0,0,1,1,1,-1.7995038032531738,-37.12954330444336,0.1264520290450205,0.8735479709549794
269,1,18.0,1,0,6.4958,2,2,0,0,0,-19.670225143432617,11.171890258789062,0.8247046681805685,0.1752953318194313
270,1,19.0,0,0,8.05,2,2,1,0,0,-17.444068908691406,11.300692558288574,0.8640095988601939,0.13599040113980612
271,0,28.0,1,0,82.1708,0,0,0,1,1,0.5209580063819885,-39.38002395629883,0.11219432313408889,0.8878056768659107
272,1,27.0,0,2,211.5,0,0,0,0,0,5.52520227432251,-48.987144470214844,0.5224922544019256,0.4775077455980743
273,1,19.0,0,0,7.775,2,2,1,0,0,-17.963022232055664,11.644425392150879,0.8666040617080125,0.13339593829198734
274,0,42.0,0,0,227.525,0,0,1,1,1,6.138879299163818,-49.4928092956543,0.09938555433774686,0.900614445662253
275,1,32.0,0,0,7.925,2,2,1,0,0,11.634834289550781,14.658553123474121,0.8554971282012729,0.14450287179872723
276,1,28.0,0,0,7.8958,2,2,1,0,0,2.048933982849121,23.74627113342285,0.8766561437728937,0.12334385622710636
277,1,18.0,0,0,73.5,1,2,1,0,0,-1.7426949739456177,-38.30954360961914,0.6808552067027701,0.31914479329723
278,1,1.0,5,2,46.9,2,2,0,0,0,-13.889147758483887,-11.665410995483398,0.808615299064973,0.19138470093502685
279,1,28.0,0,0,7.7292,2,1,1,0,0,4.826846122741699,29.363235473632812,0.860133737772217,0.139866262227783
280,0,17.0,0,0,12.0,1,0,1,1,1,-15.715954780578613,6.77808952331543,0.21851437875762653,0.7814856212423735
281,1,36.0,1,2,120.0,0,2,0,0,1,3.5255026817321777,-44.39215850830078,0.5144346270093274,0.48556537299067254
282,1,21.0,0,0,7.7958,2,2,1,0,1,-15.861684799194336,14.37956428527832,0.8712126582964724,0.1287873417035275
283,0,23.0,1,0,113.275,0,0,0,1,1,2.590507984161377,-43.9925537109375,0.09864205953689589,0.9013579404631038
284,0,24.0,0,2,16.7,2,2,0,1,1,-2.6787924766540527,6.838289737701416,0.4287626361778637,0.5712373638221364
285,1,22.0,0,0,7.7958,2,2,1,0,0,-14.1287202835083,15.465095520019531,0.8712126582964724,0.1287873417035275
286,0,31.0,0,0,7.8542,2,2,1,0,0,10.73495864868164,15.60814380645752,0.541401729416442,0.45859827058355795
287,1,46.0,0,0,26.0,1,2,1,0,0,9.543848037719727,-11.96450138092041,0.7634390464235485,0.2365609535764513
288,1,23.0,0,0,10.5,1,2,1,0,0,-11.828627586364746,13.084511756896973,0.8006368134666088,0.19936318653339127
289,1,39.0,0,0,7.925,2,2,1,0,1,14.797450065612793,9.39299488067627,0.8586022728523823,0.14139772714761775
290,1,26.0,0,0,8.05,2,2,1,0,0,-8.973000526428223,20.1988468170166,0.8573687017251618,0.14263129827483836
291,1,28.0,1,0,15.85,2,2,0,0,0,2.357754945755005,7.218449592590332,0.7668416400425678,0.23315835995743214
292,1,34.0,1,0,21.0,1,2,0,0,0,4.01806116104126,-6.329577445983887,0.7141585714390929,0.28584142856090694
293,1,3.0,1,1,18.75,1,2,0,1,1,-16.213228225708008,-5.36990213394165,0.448910740453043,0.551089259546957
294,1,21.0,0,0,7.775,2,2,1,0,0,-15.424628257751465,14.497014045715332,0.8621899497789363,0.13781005022106363
295,0,28.0,3,1,25.4667,2,2,0,0,0,-2.0559167861938477,-7.039262771606445,0.7024630663503002,0.2975369336496995
296,1,28.0,0,0,7.8958,2,2,1,0,0,1.1982334852218628,23.765195846557617,0.8766561437728937,0.12334385622710636
297,1,28.0,0,0,6.8583,2,1,1,0,0,6.171006679534912,29.365747451782227,0.8725949302959094,0.12740506970409046
298,1,28.0,0,0,0.0,1,2,1,0,0,-3.5857441425323486,30.479185104370117,0.8692889848252733,0.13071101517472686
299,1,44.0,0,0,7.925,2,2,1,0,1,16.29493522644043,7.277060031890869,0.8546458046101998,0.14535419538980027
300,0,28.0,0,0,8.05,2,2,1,0,0,-1.31707763671875,25.896150588989258,0.5157057553974684,0.4842942446025317
301,0,34.0,1,1,32.5,1,2,0,1,1,1.7302943468093872,-11.953335762023926,0.24007975161289793,0.759920248387102
302,0,18.0,0,2,13.0,1,2,0,1,1,-14.928784370422363,7.093576431274414,0.24435329986619114,0.7556467001338087
303,1,30.0,0,0,13.0,1,2,1,0,0,4.9177961349487305,9.94420337677002,0.7657723681688018,0.23422763183119819
304,1,28.0,0,0,7.8958,2,0,1,0,0,5.53223991394043,31.544694900512695,0.7975042376122764,0.20249576238772385
305,1,21.0,0,0,7.7333,2,1,1,0,0,-16.111059188842773,14.937284469604492,0.8523598605032994,0.14764013949670052
306,1,18.0,1,1,20.2125,2,2,0,0,0,-13.274081230163574,4.338140964508057,0.7277123713872872,0.27228762861271283
307,0,19.0,0,0,26.0,1,2,1,1,1,-7.288356304168701,-8.17487907409668,0.2667215548450558,0.7332784451549444
308,1,28.0,0,0,7.75,2,1,1,0,0,4.0874433517456055,29.76820182800293,0.8500764428096048,0.14992355719039518
309,1,32.0,0,0,8.05,2,2,1,0,1,10.972647666931152,14.418822288513184,0.8627040879082325,0.13729591209176753
310,1,28.0,0,0,26.55,0,2,1,0,1,-1.6904597282409668,-9.07098388671875,0.5805817747988645,0.41941822520113553
311,0,28.0,1,0,16.1,2,2,0,1,1,1.5592089891433716,6.753989219665527,0.4212392855226498,0.5787607144773502
312,0,42.0,1,0,26.0,1,2,0,1,1,8.163104057312012,-11.035089492797852,0.2686928809679561,0.7313071190320442
313,1,17.0,0,0,7.125,2,2,1,0,0,-19.25564956665039,9.680008888244629,0.8859863741136692,0.11401362588633077
314,1,50.0,1,0,55.9,0,2,0,0,0,3.8535523414611816,-31.91555404663086,0.5834517470416122,0.4165482529583877
315,0,14.0,1,2,120.0,0,2,0,1,1,2.3393774032592773,-44.588802337646484,0.1995957547090984,0.8004042452909016
316,0,24.0,2,3,18.75,1,2,0,1,1,-2.486741304397583,6.0320329666137695,0.320307990546997,0.6796920094530036
317,1,64.0,1,4,263.0,0,2,0,0,0,6.357419490814209,-50.476661682128906,0.6533158956483205,0.3466841043516796
318,1,31.0,0,0,10.5,1,2,1,0,0,8.038979530334473,12.6399507522583,0.8014245467941601,0.19857545320583994
319,0,45.0,1,1,26.25,1,2,0,1,1,9.247858047485352,-11.562514305114746,0.2500662071399382,0.749933792860062
320,1,20.0,0,0,9.5,2,2,1,0,0,-15.275751113891602,11.283865928649902,0.8397190936893822,0.16028090631061784
321,0,28.0,0,0,13.0,1,2,1,1,1,2.9861867427825928,10.446955680847168,0.2919559139480186,0.7080440860519817
322,1,28.0,0,0,8.1125,2,2,1,0,1,-1.2910085916519165,21.91655731201172,0.8615746660045037,0.13842533399549628
323,1,34.0,0,0,26.55,0,2,1,0,1,3.8577256202697754,-9.71930980682373,0.5805817747988645,0.41941822520113553
324,0,5.0,2,1,19.2583,2,0,0,1,1,-15.863321304321289,-5.230360984802246,0.26211706416599506,0.737882935834005
325,1,52.0,0,0,30.5,0,2,1,0,1,10.279807090759277,-13.910938262939453,0.6075961706076657,0.3924038293923342
326,1,36.0,1,2,27.75,1,2,0,0,0,4.821715831756592,-10.632018089294434,0.6741908971286666,0.3258091028713332
327,1,30.0,0,0,27.75,0,0,1,0,0,-0.5353573560714722,-10.050453186035156,0.5958162250989102,0.4041837749010896
328,1,49.0,1,0,89.1042,0,0,0,1,1,4.129120349884033,-38.969688415527344,0.49653565982122605,0.503464340178774
329,1,29.0,0,0,7.8958,2,0,1,0,1,7.22354793548584,32.489105224609375,0.8046097340661771,0.19539026593382303
330,1,65.0,0,0,26.55,0,2,1,0,0,12.200249671936035,-14.58115291595459,0.6108441121721164,0.38915588782788363
331,0,28.0,1,0,51.8625,0,2,0,1,1,-1.5723811388015747,-30.892093658447266,0.2045014731279708,0.7954985268720294
332,1,48.0,0,0,26.55,0,2,1,0,1,9.682673454284668,-12.747763633728027,0.6030649206076657,0.3969350793923342
333,1,34.0,0,0,8.05,2,2,1,0,0,12.43962574005127,12.803033828735352,0.865809232559342,0.13419076744065803
334,1,47.0,0,0,38.5,0,2,1,0,0,7.885097026824951,-14.991360664367676,0.631068331644461,0.368931668355539
335,1,28.0,0,0,8.05,2,2,1,0,0,0.9223288297653198,23.04681396484375,0.8615746660045037,0.13842533399549628
336,1,38.0,0,0,7.05,2,2,1,0,0,14.5750150680542,10.157629013061523,0.8962981309985626,0.10370186900143728
337,1,56.0,0,0,26.55,0,2,1,0,0,11.284019470214844,-13.76543140411377,0.6062729625657076,0.39372703743429227
338,1,28.0,0,0,7.725,2,1,1,0,0,4.8327555656433105,29.654207229614258,0.860133737772217,0.139866262227783
339,0,0.75,2,1,19.2583,2,0,0,1,1,-16.636402130126953,-5.846152305603027,0.2396852074972963,0.7603147925027038
340,1,28.0,0,0,7.25,2,2,1,0,0,1.5129390954971313,26.287080764770508,0.8836421075333852,0.1163578924666147
341,0,33.0,1,2,27.75,1,2,0,1,1,2.8236491680145264,-9.867920875549316,0.27785008230913916,0.7221499176908608
342,0,23.0,0,0,13.7917,1,0,1,1,1,-4.575273513793945,8.385391235351562,0.23385970039505338,0.7661402996049468
343,1,28.0,0,0,52.0,0,2,1,0,0,-1.53785240650177,-30.92485809326172,0.598876515574549,0.40112348442545104
344,1,34.0,1,0,21.0,1,2,0,0,0,4.018040180206299,-6.329609394073486,0.7141585714390929,0.28584142856090694
345,1,29.0,1,0,7.0458,2,2,0,0,0,3.9353036880493164,25.68294334411621,0.830730942999323,0.16926905700067663
346,0,2.0,0,1,12.2875,2,2,0,1,1,-17.45030403137207,-4.487335205078125,0.3448660269105426,0.6551339730894574
347,1,9.0,5,2,46.9,2,2,0,0,0,-13.028996467590332,-11.906229972839355,0.8907663369936762,0.10923366300632374
348,1,28.0,0,0,0.0,1,2,1,0,0,-3.5857443809509277,30.479185104370117,0.8692889848252733,0.13071101517472686
349,0,63.0,0,0,9.5875,2,2,1,0,1,18.684886932373047,2.929485321044922,0.5155639096900003,0.48443609030999973
350,1,25.0,1,0,91.0792,0,0,0,1,1,0.8382925987243652,-40.723602294921875,0.4983969868827248,0.5016030131172753
351,0,28.0,3,1,25.4667,2,2,0,0,0,-2.0565781593322754,-7.039292812347412,0.7024630663503002,0.2975369336496995
352,0,35.0,1,0,90.0,0,2,0,1,1,2.0848827362060547,-40.07455825805664,0.16111967385046505,0.8388803261495349
353,1,58.0,0,0,29.7,0,0,1,0,0,11.34498405456543,-14.335067749023438,0.623066266559408,0.3769337334405916
354,1,9.0,1,1,15.9,2,2,0,0,1,-16.145483016967773,-3.7059683799743652,0.6491485079962773,0.3508514920037226
355,1,28.0,1,0,19.9667,2,2,0,0,0,0.2099197804927826,-4.202642440795898,0.768807258937961,0.23119274106203888
356,1,71.0,0,0,49.5042,0,0,1,0,0,12.080987930297852,-16.665159225463867,0.6596979317773904,0.3403020682226095
357,1,21.0,0,0,8.05,2,2,1,0,0,-15.257634162902832,14.11818790435791,0.8595954869311178,0.1404045130688824
358,0,25.0,1,2,151.55,0,2,0,1,0,4.6492180824279785,-46.36328887939453,0.23244878681091094,0.767551213189089
359,1,17.0,0,0,8.6625,2,2,1,0,0,-18.419343948364258,9.078859329223633,0.8563513360375242,0.14364866396247591
360,0,21.0,0,0,7.75,2,1,1,1,0,-16.353416442871094,15.468119621276855,0.4381059563513412,0.5618940436486589
361,0,37.0,0,0,9.5875,2,2,1,0,0,13.040742874145508,10.07444953918457,0.5402203838898473,0.45977961611015256
362,1,18.0,1,0,108.9,0,0,0,0,0,2.013659715652466,-43.65894317626953,0.5025050765687457,0.49749492343125445
363,0,33.0,0,2,26.0,1,2,0,1,1,3.058971643447876,-9.265636444091797,0.24714932165614256,0.7528506783438573
364,1,28.0,0,0,26.55,0,2,1,0,1,-1.6912256479263306,-9.070858001708984,0.5805817747988645,0.41941822520113553
365,1,26.0,0,0,56.4958,2,2,1,0,1,-2.131802558898926,-32.28125762939453,0.6950051173826408,0.30499488261735924
366,0,54.0,1,0,59.4,0,0,0,1,1,4.3262553215026855,-32.48015594482422,0.1318520950830563,0.8681479049169434
367,1,24.0,0,0,7.4958,2,2,1,0,0,-11.407666206359863,18.597963333129883,0.8792196393348438,0.12078036066515634
368,1,47.0,0,0,34.0208,0,2,1,0,0,8.468277931213379,-14.3665132522583,0.631068331644461,0.368931668355539
369,0,34.0,0,0,10.5,1,2,1,1,1,10.34560489654541,10.63150405883789,0.3463453891789295,0.6536546108210706
370,0,36.0,1,0,26.0,1,2,0,1,1,5.041531085968018,-9.455726623535156,0.2603766127849486,0.7396233872150516
371,1,32.0,0,0,7.8958,2,2,1,0,0,11.652901649475098,14.694069862365723,0.8798908288345172,0.1201091711654829
372,0,30.0,0,0,93.5,0,2,1,1,1,1.5946154594421387,-40.87366485595703,0.14768595651397265,0.8523140434860275
373,1,22.0,0,0,7.8958,2,2,1,0,0,-14.254434585571289,15.23351764678955,0.873393320807168,0.126606679192832
374,0,44.0,0,1,57.9792,0,0,0,1,1,2.932096242904663,-32.13861846923828,0.15289404311524202,0.8471059568847578
375,1,28.0,0,0,7.2292,2,0,1,0,0,6.278737545013428,31.56731414794922,0.8199080162949056,0.18009198370509452
376,1,40.5,0,0,7.75,2,1,1,0,0,15.382050514221191,8.665247917175293,0.859659515765581,0.14034048423441894
377,0,50.0,0,0,10.5,1,2,1,1,1,16.860122680664062,4.961311340332031,0.3727154813941534,0.6272845186058467
378,1,28.0,0,0,221.7792,0,2,1,0,0,5.164656639099121,-49.5252571105957,0.5494828294420352,0.45051717055796486
379,1,23.0,2,1,11.5,1,2,0,0,0,-5.742267608642578,9.99474811553955,0.7227308330428294,0.27726916695717035
380,0,2.0,1,1,26.0,1,2,0,1,1,-15.446858406066895,-7.40863561630249,0.19064393345629024,0.8093560665437102
381,1,17.0,1,1,7.2292,2,0,0,0,0,-20.520933151245117,9.530747413635254,0.7651645151032826,0.2348354848967174
382,0,28.0,0,2,22.3583,2,0,0,1,1,-1.0150033235549927,-5.193577766418457,0.36249300813529783,0.637506991864702
383,0,30.0,0,0,8.6625,2,2,1,0,0,9.982124328613281,16.2716121673584,0.5331576214191317,0.4668423785808684
384,0,7.0,0,2,26.25,1,2,0,1,1,-14.234400749206543,-7.258825302124023,0.21511989319062189,0.7848801068093781
385,1,45.0,0,0,26.55,0,2,1,0,0,9.001121520996094,-12.171836853027344,0.6065833353115854,0.3934166646884146
386,0,30.0,0,0,106.425,0,0,1,1,1,2.671140670776367,-43.10265350341797,0.09016880794453161,0.9098311920554685
387,0,22.0,0,2,49.5,0,0,0,1,1,-2.8285107612609863,-30.728755950927734,0.17282936901749707,0.8271706309825027
388,0,36.0,0,2,71.0,0,2,0,1,1,1.3539044857025146,-37.086891174316406,0.22262282274614104,0.7773771772538589
389,0,9.0,4,2,31.275,2,2,0,0,0,-13.267982482910156,-8.854212760925293,0.7570241965608243,0.2429758034391755
390,0,11.0,4,2,31.275,2,2,0,0,0,-12.677935600280762,-8.892521858215332,0.7545241965608243,0.2454758034391755
391,1,50.0,1,0,106.425,0,0,0,0,0,3.9684808254241943,-42.221336364746094,0.50800784439398,0.4919921556060201
392,0,19.0,1,0,26.0,1,2,0,1,1,-7.218898296356201,-8.146889686584473,0.257573725253057,0.7424262747469433
393,1,28.0,0,0,13.8625,1,0,1,0,1,2.0636587142944336,9.451472282409668,0.7245001454529075,0.2754998545470926
394,1,33.0,1,1,20.525,2,2,0,0,0,3.6596713066101074,-5.890758037567139,0.7369425969003675,0.26305740309963255
395,1,17.0,0,2,110.8833,0,0,0,1,1,2.017435073852539,-43.960670471191406,0.470750843790016,0.529249156209984
396,1,27.0,0,0,26.0,1,2,1,0,0,-2.2345571517944336,-8.500540733337402,0.7520781474158198,0.24792185258418015
397,1,28.0,0,0,7.8292,2,1,1,0,0,3.963681936264038,29.414213180541992,0.8518593713006172,0.14814062869938283
398,0,22.0,0,0,7.775,2,2,1,1,1,-14.481932640075684,17.133609771728516,0.4896654563054096,0.5103345436945904
399,0,48.0,1,0,39.6,0,0,0,1,1,7.934654712677002,-15.185152053833008,0.17728253413171285,0.822717465868287
400,1,28.0,0,0,227.525,0,0,1,0,0,5.465108871459961,-49.6177978515625,0.5303490570297895,0.46965094297021037
401,0,39.0,1,1,79.65,0,2,0,1,1,2.421862840652466,-38.27804183959961,0.18398128086281507,0.8160187191371848
402,0,36.0,1,0,17.4,2,2,0,1,1,9.133217811584473,6.556772708892822,0.43308962023871184,0.5669103797612882
403,1,28.0,0,0,7.75,2,1,1,0,0,4.456484317779541,29.171489715576172,0.8500764428096048,0.14992355719039518
404,1,40.0,0,0,7.8958,2,2,1,0,0,15.169142723083496,8.913167953491211,0.8829959734856268,0.11700402651437339
405,1,28.0,0,0,8.05,2,2,1,0,0,0.5123298764228821,22.701751708984375,0.8615746660045037,0.13842533399549628
406,1,24.0,2,0,24.15,2,2,0,0,0,-3.758928060531616,-7.438249111175537,0.8072423802270845,0.19275761977291522
407,1,19.0,0,0,7.8958,2,2,1,0,0,-17.596736907958984,11.653414726257324,0.8778074327362444,0.12219256726375573
408,0,29.0,0,4,21.075,2,2,0,0,0,-1.1957671642303467,-4.3886308670043945,0.5689552450714673,0.4310447549285326
409,1,32.0,0,0,7.8542,2,2,1,0,1,11.064436912536621,14.504003524780273,0.8777101663238216,0.12228983367617842
410,1,62.0,0,0,10.5,1,2,1,0,1,18.394309997558594,2.8693103790283203,0.7828192007586625,0.2171807992413374
411,0,53.0,2,0,51.4792,0,2,0,1,1,4.197820663452148,-31.399383544921875,0.21211032170404984,0.7878896782959504
412,1,36.0,0,0,26.3875,0,2,1,0,1,4.870395183563232,-9.904457092285156,0.5935150811190482,0.40648491888095173
413,1,16.0,0,0,8.05,2,2,1,0,0,-19.077333450317383,8.630810737609863,0.8493405724575922,0.15065942754240785
414,0,34.0,0,0,13.0,1,2,1,1,1,8.736701011657715,9.23347282409668,0.2875418019166155,0.7124581980833846
415,0,25.0,1,1,30.0,1,2,0,1,1,-3.153123378753662,-10.573477745056152,0.24621279976159025,0.75378720023841
416,1,36.0,0,0,40.125,0,0,1,0,0,5.394693851470947,-15.269268989562988,0.6138783391785001,0.38612166082149973
417,1,47.0,0,0,15.0,1,2,1,0,0,15.284385681152344,4.814686298370361,0.7759833470176196,0.22401665298238044
